Row	Meal	Name	Pos
2072	P	Baby Lima Beans (Immature Seeds, Frozen)	325005
2073	P	Pinto Beans (Immature Seeds, Frozen)	325190
2074	P	Green Snap Beans (Frozen)	325363
2075	P	Small White Beans (Mature Seeds)	325507
2076	P	White Beans (Mature Seeds)	325657
2077	P	Sirloin Steak (Tesco)	325797
2078	P	Beef Steak	325839
2079	P	Ribeye Steak (Marks & Spencer)	326182
2080	P	Beef Steak (Lean Only Eaten)	326241
2081	P	Fillet Steak (Tesco)	326584
2082	P	Steak	326643
2083	P	Grilled or Baked Beef Steak (Lean Only Eaten)	326985
2084	P	Steak (Lean Only Eaten)	327328
2085	P	Fried Beef Steak (Lean Only Eaten)	327671
2086	P	Rump Steak	328013
2087	P	Fried Tofu	328260
2088	P	Okara Tofu	328418
2089	P	Firm Silken Tofu	328555
2090	P	Extra Firm Silken Tofu	328672
2091	P	Lite Firm Silken Tofu	328785
2092	P	Lite Extra Firm Silken Tofu	328944
2093	P	Firm Tofu (with Calcium Sulfate)	329087
2094	P	Regular Tofu (with Calcium Sulfate)	329222
2095	P	Fried Tofu (with Calcium Sulfate)	329394
2096	P	Baked Beans with Franks (Canned)	329545
2097	P	Baked Beans with Pork (Canned)	329711
2098	P	Baked Beans with Pork and Sweet Sauce (Canned)	329870
2099	P	Baked Beans with Pork and Tomato Sauce (Canned)	330039
2100	P	Baked Beans (No Salt Added, Canned)	330226
2101	P	Haricot Beans (Mature Seeds)	330391
2102	P	Haricot Beans (Mature Seeds, Canned)	330550
2103	P	Stay Full Tomato, Chorizo & Mixed Bean Soup (Baxters)	330716
2104	P	Low Fat Fruit Yoghurt (Tesco Everyday Value)	330785
2105	P	Cheese Sandwich	330862
2106	P	Cheese Sandwich (Co-Op)	331053
2107	P	Cheese Savoury Sandwich (Greggs)	331133
2108	P	Cheese and Tomato Sandwich (Co-Op)	331205
2109	P	Grilled Cheese Sandwich	331294
2110	P	Ham, Cheese & Pickle Sandwich (Tesco)	331486
2111	P	Cheese and Onion Sandwich (Tesco)	331550
2112	P	Fajita Style Chicken Sandwich with Cheese, Lettuce and Tomato on Pita Bread	331675
2113	P	Ham Sandwich with Spread	331862
2114	P	Ham Salad Sandwich	332049
2115	P	Sliced Ham	332230
2116	P	Ham Sandwich with Lettuce and Spread	332419
2117	P	Smoked Ham and Coleslaw Sandwich (Marks & Spencer)	332604
2118	P	Ham and Cheese Sandwich	332712
2119	P	Minced Beef (70% Lean / 30% Fat)	332861
2120	P	Minced Beef (95% Lean / 5% Fat)	332993
2121	P	Minced Beef (90% Lean / 10% Fat)	333121
2122	P	Minced Beef (85% Lean / 15% Fat)	333248
2123	P	Minced Beef (80% Lean / 20% Fat)	333378
2124	P	Minced Beef (80% Lean / 20% Fat, Patty, Cooked, Grilled)	333508
2125	P	Minced Beef (80% Lean / 20% Fat, Patty, Cooked, Pan-Grilled)	333659
2126	P	Minced Beef (75% Lean / 25% Fat)	333873
2127	P	Minced Beef (75% Lean / 25% Fat, Patty, Cooked, Pan-Grilled)	334003
2128	P	Minced Beef (85% Lean / 15% Fat, Patty, Cooked, Grilled)	334215
2129	P	Cottage Cheese (Low Fat, 1% Milkfat, Lactose Reduced)	334415
2130	P	Oil Popped Popcorn (Low Fat)	334538
2131	P	Smoked Bacon Rashers (Tesco)	334642
2132	P	Smoked Back Bacon Rashers (Tesco)	334716
2133	P	Smoked Bacon (Asda)	334832
2134	P	Smoked or Cured Bacon	334874
2135	P	Lower Sodium Smoked or Cured Bacon	335226
2136	P	Pork & Hickory Smoked Bacon Sausages (Tesco Finest)	335596
2137	P	Smoked Bacon Medallions (Tesco)	335736
2138	P	Smoked Rindless Back Bacon (Iceland)	335829
2139	P	Lentil & Smoked Bacon Soup (Waitrose)	335894
2140	P	Thin Sliced Beef Luncheon Meat	335966
2141	P	Chicken Light Meat (Roasting)	336097
2142	P	Chicken Light Meat (Roasting, Roasted, Cooked)	336306
2143	P	Chicken Dark Meat (Roasting)	336578
2144	P	Chicken Dark Meat (Roasting, Cooked, Roasted)	336789
2145	P	Turkey Light Meat (Young Hen)	337057
2146	P	Turkey Light Meat (Young Hen, Cooked, Roasted)	337289
2147	P	Turkey Dark Meat (Young Hen)	337555
2148	P	Turkey Light Meat (Young Tom)	337791
2149	P	Chicken Dippers (Birds Eye)	338033
2150	P	Chicken Dippers (Birds Eye)	338151
2151	P	Battered Chicken Dippers (Iceland)	338268
2152	P	Battered Chicken Dippers (Glenfell)	338335
2153	P	Crispy Chicken Dippers (Birds Eye)	338452
2154	P	Battered Chicken Dippers (Tesco)	338567
2155	P	Chicken Breast Dippers (Asda Chosen By You)	338686
2156	P	Wheat Bran Bread	338753
2157	P	Wheat Bran Muffins (Dry Mix)	338915
2158	P	Wheat Bran Muffins (Toaster Type)	339021
2159	P	Wheat Bran (Crude)	339199
2160	P	Whole Wheat Spaghetti (Cooked)	339335
2161	P	Whole Wheat Pancakes (Dry Mix)	339517
2162	P	Cheese Slice (Tesco)	339672
2163	P	Cheese Slice (Dairylea)	339741
2164	P	Cheese Slices (LowLow)	339807
2165	P	Cheddar Cheese	339864
2166	P	Cheddar Cheese (Reduced Fat, Pasteurised)	340111
2167	P	Cheese Slices (Morrisons Eat Smart)	340225
2168	P	American Cheese (Low Fat, Pasteurised)	340280
2169	P	Cheese and Onion Slice (Tesco)	340497
2170	P	Garlic Butter Chicken Kiev (Tesco)	340539
2171	P	Garlic Chicken Kievs (Morrisons)	340615
2172	P	Chicken Kiev (Marks & Spencer)	340697
2173	P	Chicken Breast Kiev (Waitrose)	340791
2174	P	Chicken Breast Garlic Kievs (Tesco)	340877
2175	P	Chicken Kiev	340999
2176	P	Chicken Kiev (Iceland)	341197
2177	P	Chicken Kiev with Sunblush Tomato (Charlie Bigham's)	341311
2178	P	Creamy Garlic Chicken Kievs (Tesco)	341431
2179	P	Royal Red Kidney Beans	341567
2180	P	White Beans (Mature Seeds, Canned)	341721
2181	P	Borlotti Beans	341876
2182	P	Blackberries	342029
2183	P	Blueberries	342192
2184	P	Boysenberries (Heavy Syrup, Canned)	342367
2185	P	Gooseberries	342524
2186	P	Loganberries (Frozen)	342656
2187	P	Mulberries	342856
2188	P	Oheloberries	342992
2189	P	Raspberries	343119
2190	P	Toasted Wheat Bread (Includes Wheat Berry)	343299
2191	P	Lemon Puddings (Instant, Dry Mix)	343463
2192	P	Lemon Puddings (Dry Mix)	343634
2193	P	Lemon Puddings	343787
2194	P	Lemon Danish Pastry	343885
2195	P	Beef Retail Cuts Composite (Trimmed to 0.65 cm Fat)	344042
2196	P	Beef Retail Cuts Composite (Trimmed to 0.65 cm Fat, Select Grade)	344148
2197	P	Beef Retail Cuts Composite (Lean Only, Trimmed to 0.65 cm Fat)	344255
2198	P	Chicken Burger (Birds Eye)	344365
2199	P	Chicken Burger on Bun	344432
2200	P	Chicken Burger	344626
2201	P	Chicken Burger (Rustlers)	344887
2202	P	Breaded Fried Chicken Fillet Sandwich with Tomato and Spread	344932
2203	P	Chicken Breast Fillet Burger (Nando's)	345116
2204	P	Grilled Chicken Fillet Sandwich with Lettuce, Tomato and Spread on Oat Bran Bun	345228
2205	P	Smoked Kipper with Butter (Tesco)	345415
2206	P	Double Chocolate Cheesecake (Asda)	345511
2207	P	Cheesecake	345616
2208	P	Cheesecake (From Mix, No-Bake Type)	345789
2209	P	Chunky Split Pea with Ham Soup (Canned)	345963
2210	P	Split Pea with Ham Soup (Canned, Condensed)	346149
2211	P	Split Pea with Ham Soup (with Equal Volume Water, Canned)	346318
2212	P	Split Pea with Ham and Bacon Soup (Condensed)	346487
2213	P	Split Pea and Ham Soup	346658
2214	P	Split Pea Soup	346858
2215	P	Cooked Dry Green or Yellow Split Peas (Fat Not Added in Cooking)	346984
2216	P	Cooked Dry Green or Yellow Split Peas (Fat Added in Cooking)	347246
2217	P	Cooked Dry Green or Yellow Split Peas	347499
2218	P	Light Cherry Bakewell (Alpen)	347713
2219	P	Meatfree Mince (Sainsbury's)	347818
2220	P	Minced Pork and Chicken Luncheon Meat (Canned)	347906
2221	P	Meat Free Mince (Morrisons)	348011
2222	P	Meat Free Mince (Asda Chosen By You)	348076
2223	P	Meat Free Mince (Asda)	348193
2224	P	Vegetarian Mince (Tesco Meat Free)	348259
2225	P	Mince Pie	348341
2226	P	Minced Ham	348517
2227	P	Light Summer Fruits Bar (Alpen)	348665
2228	P	Light Lemon Drizzle Bar (Alpen)	348777
2229	P	Light Apple & Sultana Bar (Alpen)	348888
2230	P	Light Double Chocolate Bar (Alpen)	348995
2231	P	Light Chocolate & Fudge Bar (Alpen)	349106
2232	P	Light Chocolate & Orange Bar (Alpen)	349206
2233	P	Cream Puffs (with Custard Filling)	349302
2234	P	Custard-Apple (Bullock's-Heart)	349538
2235	P	Chocolate Glazed Eclairs (Custard Filled)	349616
2236	P	Coconut Custard Pie	349798
2237	P	Egg Custard Pie	349972
2238	P	Egg Custards (Dry Mix)	350158
2239	P	Light Digestive Biscuits (McVitie's)	350304
2240	P	Minis Sweet Chilli (30g) (Ryvita)	350403
2241	P	Minis Sweet Chilli (24g) (Ryvita)	350477
2242	P	Milk Chocolate (Dairyfine)	350569
2243	P	Milk Chocolate Buttons (Dairyfine)	350633
2244	P	Milk Chocolate Peanuts (Dairyfine)	350703
2245	P	Milk Chocolate Mini Delights (Dairyfine)	350766
2246	P	Instant Coffee (Powder, Half The Caffeine)	350867
2247	P	Coffee (Espresso Brewed)	351046
2248	P	Coffee (Instant Powder)	351148
2249	P	Coffee (Instant Powder, Decaffeinated)	351323
2250	P	Coffee (Instant Powder, Decaffeinated, with Water)	351468
2251	P	Bean Soup	351576
2252	P	Bean Soup (Home Recipe)	351761
2253	P	Black Bean with Pork Soup (with Equal Volume Water, Canned)	351945
2254	P	Bean with Bacon Soup (Condensed)	352138
2255	P	Black Bean Soup (with Equal Volume Water, Canned)	352317
2256	P	Black Bean Soup (Canned, Condensed)	352516
2257	P	Bean with Bacon Soup (Prepared with Water, Dehydrated)	352685
2258	P	Bean with Pork Soup (Canned, Condensed)	352865
2259	P	Mixed Beans Soup	353042
2260	P	Bean and Ham Soup (Home Recipe)	353227
2261	P	Lager (Pint) (Carling)	353402
2262	P	Lager (Bottle) (Peroni)	353458
2263	P	Diet Lager Shandy (Asda)	353525
2264	P	Lager (Stella Artois)	353577
2265	P	Lager (San Miguel)	353665
2266	P	Lager (Can) (Carling)	353716
2267	P	Lager (Carlsberg)	353781
2268	P	Lager (500 ml) (Carling)	353820
2269	P	Light Mayonnaise	353906
2270	P	Whipped Cream Substitute (From Powdered Mix, Dietetic)	354069
2271	P	Thousand Island Salad Dressing (Fat Free)	354187
2272	P	Italian Salad Dressing (Fat Free)	354376
2273	P	Ranch Salad Dressing (Fat Free)	354548
2274	P	Beef Retail Cuts Composite (Lean Only, Trimmed to 0.65 cm Fat, Select Grade)	354645
2275	P	Beef Retail Cuts Composite (Lean Only, Trimmed to 0.65 cm Fat, Prime Grade)	354751
2276	P	Chicken Breast Chargrill Style (Asda)	354857
2277	P	Chargrilled Chicken with Mozzarella & Pesto (Zugos)	354921
2278	P	Chargrilled Chicken Breast Slices (Appleby's)	355029
2279	P	Chargrill Chicken Breast (Asda Chosen By You)	355098
2280	P	Chargrilled Chicken Caeser Salad (Pret A Manger)	355160
2281	P	Chargrilled Chicken Breast Slices (Sainsbury's)	355251
2282	P	Chargrilled Chicken Tagliatelle (Asda Chosen By You)	355324
2283	P	Creamy Mushroom Chicken Chargrills (Birds Eye)	355378
2284	P	Pecan Shortbread	355488
2285	P	Hobnobs Biscuit Flapjack (McVitie's)	355658
2286	P	Hobnobs Milk Choc Biscuit Flapjack (McVitie's)	355748
2287	P	Yellow Whole Grain Corn Flour	355865
2288	P	Masa Corn Flour (Enriched)	356001
2289	P	White Whole Grain Corn Flour	356136
2290	P	White Wheat Flour (All Purpose)	356271
2291	P	Brown Rice Flour	356402
2292	P	Oat Flour (Partially Debranned)	356578
2293	P	Flour Tortillas	356697
2294	P	Arrowroot Flour	357006
2295	P	Whole Groat Buckwheat Flour	357131
2296	P	Fruit Yoghurt (Lowfat, 11g Protein Per 8oz)	357260
2297	P	Low Fat Natural Yoghurt (Tesco Value)	357440
2298	P	Fat Free Natural Yoghurt (Onken)	357502
2299	P	Low Fat Natural Yoghurt (Asda)	357559
2300	P	Natural Set Yoghurt (Onken)	357621
2301	P	Low Fat Natural Yoghurt (Sainsbury's)	357680
2302	P	Creamy Natural Yoghurt (Starbucks)	357745
2303	P	Almonds, Apricots & A Yoghurt Coating (Eat Natural)	357829
2304	P	Cashews, Blueberries with A Yoghurt Coating (Eat Natural)	357941
2305	P	Fat Free Natural Yoghurt (Morrisons Eat Smart)	358053
2306	P	Millet	358136
2307	P	Puffed Millet	358260
2308	P	Melon Balls (Frozen)	358373
2309	P	Millet (Cooked)	358569
2310	P	Light Chocolate Syrup	358700
2311	P	Canola Vegetable Oil	358851
2312	P	Corn and Canola Oil	359001
2313	P	Canola and Soybean Oil	359136
2314	P	Rice Bran Vegetable Oil	359268
2315	P	Palm Vegetable Oil	359419
2316	P	Summer Squash (Crookneck and Straightneck)	359570
2317	P	Crookneck and Straightneck Summer Squash (Drained, Solid, without Salt, Cooked, Boiled)	359744
2318	P	Summer Squash (Frozen)	360052
2319	P	Scallop Summer Squash	360210
2320	P	Zucchini	360335
2321	P	Zucchini Summer Squash (without Salt, Drained, Cooked, Boiled)	360577
2322	P	Zucchini (Frozen)	360811
2323	P	Zucchini Summer Squash (without Salt, Frozen, Drained, Cooked, Boiled)	361028
2324	P	Italian Style Zucchini (Canned)	361210
2325	P	Acorn Winter Squash	361369
2326	P	Satsuma	361543
2327	P	Easy Peeler Satsuma (Tesco)	361870
2328	P	Satsuma (Asda)	361950
2329	P	Tangerine	362000
2330	P	Original Tofu (Cauldron)	362349
2331	P	Marinated Tofu Pieces (Cauldron)	362413
2332	P	Organic Smoked Tofu (Dragonfly)	362478
2333	P	Chocolate Frozen Tofu Dessert	362534
2334	P	Smoked Tofu (Cauldron)	362733
2335	P	British Thick Cut Unsmoked Rindless Back Bacon (Co-Op)	362793
2336	P	Turkey Bacon (Cooked)	362857
2337	P	Meatless Bacon Bits	363062
2338	P	Bacon Grease	363215
2339	P	Bean with Bacon Soup (Dry Mix, Dehydrated)	363330
2340	P	Bacon and Beef Sticks	363475
2341	P	Chocolate Chip Biscuits (Lower Fat)	363573
2342	P	Chocolate Chip Biscuits (Dry Mix)	363719
2343	P	Chocolate Chip Biscuit Dough	363830
2344	P	Chocolate Chip Biscuits (with Margarine)	364054
2345	P	Chocolate Biscuit with Cream Filling	364227
2346	P	Chocolate Chip Biscuits (with Butter)	364391
2347	P	Chocolate Chip Biscuits (Higher Fat)	364551
2348	P	Chocolate Wafers	364715
2349	P	Salt & Vinegar Wholegrain Rice Cakes (Tesco)	364898
2350	P	Puffed Rice Cake	364999
2351	P	Rice Cakes with Milk Chocolate Coating (Harvest Morn)	365202
2352	P	Sesame Seed Brown Rice Cakes (Unsalted)	365322
2353	P	Puffed Rice Cake without Salt	365456
2354	P	Brown Rice Cakes (Unsalted)	365659
2355	P	Cranberry and Cashew Cereal Bar (Marks & Spencer)	365842
2356	P	Cranberry (Roman) Beans (Mature Seeds)	365942
2357	P	Dry Roasted Cashew Nuts (without Salt Added)	366094
2358	P	Oil Roasted Cashew Nuts (without Salt Added)	366249
2359	P	Roasted Cashew Nuts	366513
2360	P	Plain Cashew Butter Nuts (without Salt Added)	366620
2361	P	Dry Roasted Cashew Nuts (with Salt Added)	366735
2362	P	Oil Roasted Cashew Nuts (with Salt Added)	366944
2363	P	Plain Cashew Butter Nuts (with Salt Added)	367136
2364	P	Orange Juice	367297
2365	P	Orange Juice (Unsweetened, Canned)	367516
2366	P	Orange Juice (Chilled, Includes From Concentrate)	367676
2367	P	Orange Peel	367856
2368	P	Orange Sherbet	368015
2369	P	Orange Marmalade	368174
2370	P	Orange Strawberry Banana Juice	368343
2371	P	Orange Juice Drink	368535
2372	P	Orange Breakfast Drink	368730
2373	P	Buckwheat Brown Rice Cakes	368868
2374	P	Sesame Seed Brown Rice Cakes	369037
2375	P	Cheese Pizza	369179
2376	P	Margherita Pizza	369580
2377	P	Pizza with Meat	369961
2378	P	Pizza with Meat and Vegetables	370361
2379	P	Thin Crust Cheese Pizza	370763
2380	P	Cheese Pizza with Vegetables	371161
2381	P	Thin Crust Cheese Pizza with Vegetables	371558
2382	P	Steak Pies (150g) (Tesco)	371960
2383	P	Steak Pie (Sainsbury's)	372047
2384	P	Shortcrust Steak Pie (Morrisons)	372159
2385	P	Slow Cooked Steak & Red Wine Pie (Higgidy)	372269
2386	P	Deep Filled Steak Pie (Marks & Spencer)	372351
2387	P	Scottish Steak Pie (Marks & Spencer)	372465
2388	P	Shortcrust Steak Pie (Tesco)	372528
2389	P	Steak Pie (Bells)	372664
2390	P	Steak and Ale Pie (Charlie Bigham's)	372707
2391	P	Chopped Pickle Sandwich Spread	372817
2392	P	Sandwich Pickle (Asda Chosen By You)	373004
2393	P	Sandwich Pickle (Morrisons)	373074
2394	P	Sandwich Pickle (Tesco)	373170
2395	P	Maltesers (Maltesers)	373258
2396	P	Fun Size (Maltesers)	373329
2397	P	Maltesers Bunny (Maltesers)	373435
2398	P	Teasers (Maltesers)	373507
2399	P	Maltesers (Maltesers)	373566
2400	P	Mini Bunnies (Maltesers)	373632
2401	P	Maltesers (Maltesers)	373742
2402	P	Teasers (Maltesers)	373812
2403	P	Easter Egg (Maltesers)	373857
2404	P	Ice Cream (Maltesers)	373907
2405	P	Lightly Smoked Turkey Rashers (Mattessons)	374004
2406	P	Original Turkey Rashers (Mattessons)	374089
2407	P	Turkey Bacon	374174
2408	P	Potatoes (Skin, without Salt, Boiled)	374553
2409	P	Baby New Potatoes (Tesco)	374717
2410	P	New Potatoes (Asda)	374782
2411	P	New Potatoes with Herbs & Butter (Tesco)	374844
2412	P	Baby New Potatoes (Tesco)	374971
2413	P	Potatoes (Flesh, with Salt, Boiled)	375044
2414	P	New Potatoes (Tesco)	375257
2415	P	Baby New Potatoes (Marks & Spencer)	375305
2416	P	Egg	375353
2417	P	Boiled Egg	375641
2418	P	Poached Egg	375886
2419	P	Egg Omelette or Scrambled Egg	376051
2420	P	Fried Egg without Fat	376367
2421	P	Hard-Boiled Egg	376660
2422	P	Chunky Bean with Ham Soup (Canned)	376862
2423	P	Lentil with Ham Soup (Canned)	377020
2424	P	Chopped Ham (Canned)	377176
2425	P	Black Beans	377344
2426	P	Black Turtle Soup Beans	377524
2427	P	Black Turtle Soup Beans (Canned)	377690
2428	P	Ham and Cheese Croissant Sandwich	377845
2429	P	Egg Whole (Dried, Powder, Glucose Reduced)	378035
2430	P	Egg Yolk (Dried)	378194
2431	P	Egg Substitute (Frozen)	378403
2432	P	Egg Substitute (Liquid)	378542
2433	P	Egg Substitute (Powder)	378752
2434	P	Strawbs (Haribo)	378858
2435	P	Giant Strawbs (Haribo)	378964
2436	P	Strawberry Softies (Haribo)	379021
2437	P	Baby New Potatoes (Morrisons)	379088
2438	P	Freshly Frozen Blueberries (Asda)	379136
2439	P	Blueberry Pie	379198
2440	P	Chip Shop Fish & Chips (Young's)	379355
2441	P	Fish & Chips with Mushy Peas (Kershaws)	379427
2442	P	Fish 'N' Chips (Burton's)	379524
2443	P	Carp (Fish)	379601
2444	P	Cisco (Fish)	379765
2445	P	Gammon Steak (Asda)	379924
2446	P	Smoked Gammon Steak (Aldi)	380017
2447	P	Chicken & Prawn Paella (Tesco Healthy Living)	380086
2448	P	Prawns (Asda)	380151
2449	P	Prawn Cocktail (Tesco Healthy Living)	380208
2450	P	Cocktail Prawns (Morrisons)	380252
2451	P	Caramel Rice Cakes (Snack a Jacks)	380345
2452	P	Sour Cream & Chive (22g) (Snack a Jacks)	380452
2453	P	Sweet Chilli (22g) (Snack a Jacks)	380546
2454	P	Salt & Vinegar (Snack a Jacks)	380663
2455	P	Chocolate Chip (Snack a Jacks)	380777
2456	P	Caramel (25g) (Snack a Jacks)	380860
2457	P	Barbecue (Snack a Jacks)	380913
2458	P	Sausage Roll (Greggs)	381047
2459	P	Unsmoked Gammon Steaks (Tesco)	381125
2460	P	Unsmoked Gammon Steaks (Sainsbury's)	381265
2461	P	Free Range Smoked Gammon Steak (Waitrose)	381330
2462	P	Unsmoked Gammon Steaks (Asda)	381390
2463	P	Unsmoked British Gammon Steak (Waitrose Essential)	381448
2464	P	Smoked Gammon Steak (Morrisons)	381505
2465	P	Cinnamon & Raisin Bagel (Asda)	381571
2466	P	Breakfast Biscuits (Belvita Breakfast)	381687
2467	P	Breakfast Biscuits (Belvita Breakfast)	381761
2468	P	Yogurt Crunch (Belvita Breakfast)	381828
2469	P	Honey and Nuts (Belvita Breakfast)	381924
2470	P	Fruit & Fibre (Belvita Breakfast)	382001
2471	P	Forest Fruits (Belvita Breakfast)	382078
2472	P	Beef and Red Wine Casserole (Marks & Spencer)	382155
2473	P	Beef Lean Diced Casserole Steak (Sainsbury's)	382264
2474	P	Beef Casserole (Schwartz)	382315
2475	P	Beef Casserole (Waitrose)	382382
2476	P	Diced Casserole Beef (Asda)	382492
2477	P	Irish Beef Casserole Steak (Tesco)	382554
2478	P	Beef Casserole (Rosemary Conley's)	382616
2479	P	Beef Casserole Steak (Tesco)	382666
2480	P	Beef Casserole and Dumplings (Morrisons Kitchen)	382728
2481	P	Dried Apricot	382825
2482	P	Apricot Nectar (without Added Ascorbic Acid, Canned)	383009
2483	P	Soft Dried Apricots (Tesco)	383202
2484	P	Dried Apricots (Uncooked, Sulfured)	383269
2485	P	Cooked Dried Apricot	383440
2486	P	Apricots (Drained, Heavy Syrup, Canned)	383600
2487	P	Cooked Dried Apricot with Sugar	383824
2488	P	Soft Apricots (Marks & Spencer)	384119
2489	P	Almond Butter	384178
2490	P	Almond Butter (Meridian)	384360
2491	P	Almond Butter (MyProtein)	384429
2492	P	Almond Butter Nuts (with Salt Added)	384511
2493	P	Chicken Paste (Tesco)	384651
2494	P	Almond Butter Nuts (without Salt Added)	384714
2495	P	Almond Nut Paste	384880
2496	P	Almond Paste (Marzipan Paste)	385014
2497	P	Cashew Butter (Meridian)	385189
2498	P	Carrot Cake with Icing	385251
2499	P	Carrot Cake without Icing	385652
2500	P	Carrot Cake (Tesco Finest)	385982
2501	P	Moist Carrot Cake (Marks & Spencer)	386098
2502	P	Carrot Cake	386198
2503	P	Carrot Cake Slice (Pret A Manger)	386599
2504	P	Shredded Wheat Cereal (Sugar and Salt Free, Spoon Size)	386715
2505	P	Chicken Soup	386904
2506	P	Chicken or Turkey Vegetable Soup (Home Recipe)	387102
2507	P	Chicken Vegetable Soup (with Equal Volume Water, Canned)	387286
2508	P	Chicken Noodle Soup	387485
2509	P	Chicken Soup (Canned)	387678
2510	P	Cup A Soup Chicken (Batchelors)	387853
2511	P	Cream of Chicken Soup (Crosse & Blackwell)	387925
2512	P	Chicken Broth (Home Recipe)	388000
2513	P	White Bread	388169
2514	P	Wholemeal Bread (Hovis)	388529
2515	P	Multigrain Bread	388604
2516	P	Brown Bread (Aldi)	388883
2517	P	Toasted White Bread	388951
2518	P	Baguette	389304
2519	P	Toasted Bread	389653
2520	P	White Bread Roll (Kingsmill)	389893
2521	P	Pink Lentils	389987
2522	P	Lentils (Sprouted)	390139
2523	P	Brown Gravy (Dry, Instant)	390298
2524	P	Brown Gravy (Dry)	390459
2525	P	Reduced Calorie Creamy Dressing (made with Sour Cream and/or Buttermilk and Oil)	390610
2526	P	Ranch Salad Dressing	390783
2527	P	Ranch Salad Dressing (Reduced Fat)	390921
2528	P	Quiche Lorraine	391092
2529	P	Cheese & Onion Quiche (Tesco)	391402
2530	P	Quiche Lorraine (Sainsbury's)	391487
2531	P	Vegetable Quiche (Marks & Spencer)	391567
2532	P	Cheese and Bacon Quiche (Tesco Everyday Value)	391637
2533	P	Smoked Bacon and Cheese Quiche (Asda Chosen By You)	391704
2534	P	Cheese and Tomato Quiche (Tesco)	391813
2535	P	Spinach, Feta and Roasted Red Pepper Quiche (Higgidy)	391882
2536	P	Lochmuir Smoked Salmon and Broccoli Quiche (Marks & Spencer)	392000
2537	P	Caramelised Red Onion & Gruyere Cheese Quiche (Aldi)	392066
2538	P	Prawns	392134
2539	P	Cooked & Peeled Prawns (Sainsbury's Basics)	392481
2540	P	Prawns (Tesco)	392543
2541	P	Large King Prawns (Sainsbury's Taste The Difference)	392611
2542	P	Jumbo King Prawns, Cooked (Tesco Finest)	392684
2543	P	King Prawns (Sainsbury's)	392763
2544	P	Vanilla or Lemon Yoghurt (Nonfat with Low Calorie Sweetener)	392818
2545	P	Chocolate Yoghurt (Nonfat)	392917
2546	P	Dried Pumpkin and Squash Seed Kernels	393009
2547	P	Roasted Pumpkin and Squash Seed Kernels (without Salt)	393165
2548	P	Pumpkin (with Salt, Canned)	393284
2549	P	Pumpkin Pie (Commercial)	393464
2550	P	Ricotta Cheese (Whole Milk)	393649
2551	P	Ricotta Cheese (Part Skim Milk)	393784
2552	P	Pumpkin Pie Spice	393919
2553	P	Pumpkin Flowers	394061
2554	P	Pumpkin Leaves	394199
2555	P	Pumpkin	394354
2556	P	Lentils (Mature Seeds, with Salt, Cooked, Boiled)	394530
2557	P	Lentils (Mature Seeds, without Salt, Cooked, Boiled)	394696
2558	P	Lentils (Sprouted, without Salt, Drained, Cooked, Boiled)	394832
2559	P	Rice Cake Cracker	394938
2560	P	Milk Crackers	395039
2561	P	Rye Crackers (with Cheese Filling, Sandwich Type)	395192
2562	P	Crackers (Low Salt)	395375
2563	P	Wheat Crackers (Low Salt)	395655
2564	P	Whole Wheat Crackers (Low Salt)	395880
2565	P	Cheese Crackers (Low Sodium)	396101
2566	P	Pepsi (Can) (Pepsi)	396287
2567	P	Diet Pepsi (Pepsi)	396373
2568	P	Pepsi Max (Can) (Pepsi)	396420
2569	P	Pepsi Max (Pepsi)	396508
2570	P	Pepsi (500 ml) (Pepsi)	396571
2571	P	Diet Pepsi (Can) (Pepsi)	396617
2572	P	Pepsi (Pepsi)	396666
2573	P	Pepsi Max (600 ml) (Pepsi)	396713
2574	P	Pepsi Max (500 ml) (Pepsi)	396771
2575	P	Pepsi Max Cherry (Pepsi)	396817
2576	P	Penguin (McVitie's)	396890
2577	P	Penguin Wafer (McVitie's)	396945
2578	P	Penguin Cake Bar (McVitie's)	397046
2579	P	Pesto (Asda)	397112
2580	P	Pesto (Sacla')	397231
2581	P	Pesto (Tesco)	397285
2582	P	Pesto Sauce	397425
2583	P	Sun-Dried Tomato Pesto (Sacla')	397617
2584	P	Green Pesto (Cucina)	397722
2585	P	Green Pesto (Sainsbury's)	397828
2586	P	Pesto Rosso (Aldi)	397872
2587	P	Salmon Fillets with Pesto (Waitrose Easy to Cook)	397986
2588	P	Pesto with Fresh Basil (Tesco Finest)	398090
2589	P	Porridge	398165
2590	P	Milk (Nonfat Calcium Reduced, Dry)	398310
2591	P	Pop Tarts (Kellogg's)	398423
2592	P	Breakfast Tart	398491
2593	P	Lowfat Breakfast Tart	398710
2594	P	Frozen Pop Ice	398892
2595	P	Oil Popped Popcorn (Microwaved)	399058
2596	P	Air Popped White Popcorn	399212
2597	P	Oil Popped White Popcorn	399355
2598	P	Fudgesicle Pops (No Sugar Added)	399486
2599	P	Thyme (Dried)	399632
2600	P	Thyme	399860
2601	P	Butternut Winter Squash	399973
2602	P	Butternut Winter Squash (without Salt, Cooked, Baked)	400152
2603	P	Butternut Winter Squash (Frozen)	400342
2604	P	Butternut Winter Squash (without Salt, Frozen, Cooked, Boiled)	400548
2605	P	Butternut Winter Squash (with Salt, Cooked, Baked)	400743
2606	P	Butternut Winter Squash (with Salt, Frozen, Cooked, Boiled)	400928
