Row	Meal	Name	Pos
803	P	Soupe aux Choux	127333
804	P	Soupe aux Choux (Gayelord Hauser)	127507
805	P	Soupe de Régime aux Choux (Juvamine)	127582
806	P	Soupe aux Choux (Milical)	127657
807	P	Sandwich au Jambon et au Fromage	127751
808	P	Riz au Lait	127899
809	P	Patate Douce	127997
810	P	Patate Douce (sans la Peau, Cuite, Bouillie)	128166
811	P	Écrasée de Pommes de Terre à l'huile d'olive (Picard)	128322
812	P	Patate Douce (sans Sel, Cuite dans la Peau, Cuite)	128388
813	P	Poêlée à la Sarladaise (Picard)	128603
814	P	Patate Douce en Cubes (Picard)	128652
815	P	Poêlée Façon Galette Bretonne (Leader Price)	128714
816	P	Blanc de Poulet (Peau Pas Mangée)	128776
817	P	Blanc de Poulet Grillé Rôti ou Cuit au Four	129117
818	P	Blanc de Poulet (Carrefour)	129490
819	P	Yaourt aux Fruits (Taillefine)	129548
820	P	Yaourt de Lait Entier aux Variétés de Fruits	129607
821	P	Yaourt Faible en Matières Grasses aux Variétés de Fruits	129847
822	P	Yaourt aux Fruits Mixés (Milsa)	130178
823	P	Yaourt aux Fruits 0% Mûre (Taillefine)	130249
824	P	Yaourt aux Fruits 0% Fraise (Taillefine)	130327
825	P	Yaourt aux Fruits (Monoprix)	130404
826	P	Yaourt aux Fruits Mixés 0% (Auchan)	130468
827	P	Gratin Savoyard (Auchan)	130522
828	P	Pommes Alphabet (Picard)	130601
829	P	Patate Douce (en Purée, en Conserve)	130643
830	P	Pancakes	130869
831	P	Pancakes (Picard)	131014
832	P	Pancakes (Brioche Pasquier)	131064
833	P	Pancakes (Monoprix)	131194
834	P	Pancake (KOT)	131261
835	P	Pancake Protéiné (Myprotein)	131333
836	P	Pancakes (Thiriet)	131409
837	P	Pain de Mie Complet (86G) (Harry's)	131482
838	P	Pain de Mie Complet (Super U)	131598
839	P	Pain de Mie Complet Tranché (Carrefour)	131715
840	P	Pain de Mie Complet (Carrefour)	131853
841	P	Pain de Mie Complet (Marque Repère)	131991
842	P	Pain de Mie Complet (Jacquet)	132041
843	P	Pain de Mie Moelleux Complet (Auchan)	132157
844	P	Pain de Mie Complet (Lidl)	132225
845	P	Pain de Mie Complet (Casino)	132325
846	P	Pain de Mie Complet Spécial Sandwich (Auchan)	132440
847	P	Chocolat (BN)	132556
848	P	Mini BN (BN)	132627
849	P	Ptit Déj (BN)	132728
850	P	Biscuit à la Pulpe de Fraise (BN)	132818
851	P	Casse Croûte (BN)	132935
852	P	Mini BN Goût Fraise (BN)	133004
853	P	Croc'pirates (BN)	133117
854	P	Blanc de Poulet	133200
855	P	Blanc de Poulet (40g) (Fleury Michon)	133542
856	P	Blanc de Poulet Rôti (Fleury Michon)	133611
857	P	Blanc de Poulet Doré au Four (Carrefour)	133668
858	P	Escalope de Poulet (Auchan)	133732
859	P	Blanc de Poulet (Marque Repère)	133778
860	P	Blanc de Poulet (30g) (Fleury Michon)	133836
861	P	Blanc de Dinde	133881
862	P	Blanc de Dinde (30g) (Fleury Michon)	134062
863	P	Blanc de Dinde (40g) (Fleury Michon)	134151
864	P	Blanc de Dinde (Auchan)	134217
865	P	Blanc de Dinde (Carrefour)	134268
866	P	Blanc de Dinde (Carrefour)	134338
867	P	Blanc de Dinde (Lidl)	134400
868	P	Blanc de Dinde Fumé (Fleury Michon)	134466
869	P	Blanc de Dinde Fumé (Marque Repère)	134550
870	P	Blanc de Dinde et de Peau	134611
871	P	Biscuit Thé (LU)	134816
872	P	Biscuits Secs ou du Babeurre	134889
873	P	Biscuits aux Flocons d'Avoine	135157
874	P	Biscuits Secs ou Pâte de Babeurre (Moins de Gras)	135352
875	P	Biscuits au Sucre (y compris la Vanille)	135533
876	P	Sablé (Type de Biscuit)	135697
877	P	Biscuits Graham (Ordinaire ou du Miel, la Cannelle y compris)	135786
878	P	Biscuits Secs ou du Babeurre (Mélange Sec, Préparé)	136069
879	P	Biscuits aux Flocons d'Avoine (avec Des Raisins Secs)	136164
880	P	Biscuits aux Beurre de Cacahuète	136332
881	P	Country Potatoes aux Herbes (McCain)	136484
882	P	Potato Wedges (Aldi)	136553
883	P	Potatoes Poulet Kebab (William Saurin)	136636
884	P	Paprika Potatoes (Netto)	136698
885	P	Poulet Rôti et Potatoes Sauce Blanche (Fleury Michon)	136766
886	P	Original Potatoes aux Épices Douces (McCain)	136864
887	P	Potato'up (McCain)	136926
888	P	Sauce Potatoes (McDonald's)	137032
889	P	Poivron Rouge ou Cayenne	137102
890	P	Poivrons Rouges Doux	137302
891	P	Vin de Table Rouge	137643
892	P	Raisins (Rouges ou Verts, Variétés de Type Européen tels que Thompson sans Pépins)	137792
893	P	Cerises Rouges Acides	138051
894	P	Chou Rouge	138257
895	P	Laitue à Feuilles Rouges	138636
896	P	Oignons	138818
897	P	Pommes de Terre Rouges (Chair et Peau)	139164
898	P	Steak Haché 5% (Charal)	139452
899	P	Steak Haché 15% (Charal)	139499
900	P	Steak Haché Pur Boeuf 15% MG (Carrefour)	139554
901	P	Steak Haché Pur Boeuf 5% (Carrefour)	139611
902	P	Steak Haché 5%	139667
903	P	Steak Haché Façon Bouchère (Aldi)	139781
904	P	Steak Haché (Auchan)	139856
905	P	Steak Haché (Aldi)	139920
906	P	Steak Haché 10% (Jean Rozé)	139981
907	P	Brioche	140034
908	P	Brioche (Harry's)	140345
909	P	Brioche Tranchée Pur Beurre (Super U)	140461
910	P	Briochettes Rondes (Auchan)	140544
911	P	Briochette (Brioche Pasquier)	140654
912	P	Brioche Pépites de Chocolat (Pitch)	140734
913	P	Brioche Tressée (Carrefour Discount)	140828
914	P	Brioche Tressée (Brioche Pasquier)	140915
915	P	Brioche Tranchée Gourmande (Harry's)	141019
916	P	Brioche Tranchée (Marque Repère)	141123
917	P	Biscuits Sablés	141238
918	P	Pain de Maïs (avec Peu de Matières Grasses (2%) de Lait)	141399
919	P	Pain de Blé (y compris les Baies de Blé)	141505
920	P	Pain de Son de Blé	141622
921	P	Pain Blanc	141741
922	P	Pain Blanc Grillé	142088
923	P	Pain Blanc (Teneur Réduite en Calories)	142469
924	P	Pain Pita Blanc	142622
925	P	Sucre	142796
926	P	Sucre Poudre (Béghin Say)	143047
927	P	Sucre de Canne (Béghin Say)	143101
928	P	Sucre Blanc (Cristallisé ou en Morceaux)	143165
929	P	Dosette de Sucre en Poudre (Béghin Say)	143416
930	P	Sucre (Tutti Free)	143462
931	P	Xylitol	143526
932	P	Rapadura (Rapunzel)	143661
933	P	Prince Petit Dej (LU)	143702
934	P	Croque Monsieur	143776
935	P	Croque Monsieur (Herta)	143955
936	P	Croque Monsieur (Casino)	144018
937	P	Croque Monsieur (Carrefour)	144131
938	P	Croque Monsieur (Marque Repère)	144182
939	P	Croque Monsieur (Claude Léger)	144242
940	P	Emmental Râpé (Carrefour Discount)	144328
941	P	Emmental Portion (Auchan)	144410
942	P	Emmental Cœur de Meule (Président)	144486
943	P	Emmental Français (Président)	144533
944	P	Emmental (Carrefour Discount)	144586
945	P	Emmental Râpé Fondant (Président)	144629
946	P	Salade et Serpentini Jambon Emmental (Mix Buffet)	144713
947	P	Emmental Râpé, Extra Fin (Entremont)	144778
948	P	Emmental Râpé (Les Croisés)	144820
949	P	Emmental (Entremont)	144896
950	P	Glacée Italienne	144949
951	P	Soupe Potagère de Légumes (Knorr)	145102
952	P	Soupe de Légumes Végétarienne (Préparé avec de l'Eau)	145179
953	P	Soupe Moulinée de Légumes, Carottes, Poireaux, Haricots Verts (Leader Price)	145355
954	P	Soupe de Légumes	145422
955	P	Soupe Douceur de 8 Légumes à la Crème Fraîche (Knorr)	145561
956	P	Muesli (Fruits Secs et Noix)	145622
957	P	Muesli Croustillant Chocolat (Monoprix Bio)	145732
958	P	Muesli Croustillant au Chocolat (Casino)	145812
959	P	Muesli Floconneux (Casino)	145872
960	P	Muesli Croustillant Fruits Rouges (Monoprix Bio)	145938
961	P	Spécial Muesli (Jordans)	146012
962	P	Muesli sans Sucres Ajoutés aux Graines Gourmandes (Jardin Bio)	146071
963	P	Muesli aux Fruits (Terres et Céréales Bio )	146138
964	P	Muesli Croustillant Nature (Monoprix Bio)	146203
965	P	Muesli Quinoa Chocolat (Carrefour Bio)	146265
966	P	Oreo (Oreo)	146369
967	P	Double Oreo (Oreo)	146483
968	P	Oreo Chocolat Blanc (Oreo)	146594
969	P	Ice Cream Sandwich (Oreo)	146689
970	P	Ice Cream (Oreo)	146806
971	P	Yaourt Nature	146911
972	P	Yaourt Nature (Danone)	147120
973	P	Panier de Yoplait (Yoplait)	147200
974	P	Yaourt Nature 0% (Auchan)	147259
975	P	Saveur Vanille (Activia)	147300
976	P	Yaourt Nature 0% (Taillefine)	147373
977	P	Haricots Plats Coupés (Picard)	147445
978	P	Haricots Verts Plats Coupés (d'Aucy)	147490
979	P	Haricots Verts	147551
980	P	Haricots Verts Plats à la Provencale (Cassegrain)	147722
981	P	Haricots Rouges (en Conserve)	147763
982	P	Duo de Haricots Plats Coupés (Picard)	147882
983	P	Haricots Cuits au Four	147943
984	P	Haricots Pinto (Graines Mûres, en Conserve)	148101
985	P	Haricots Verts (Solides et Liquides, en Conserve)	148266
986	P	Haricots Cuits au Four avec du Porc(en Conserve)	148425
987	P	Haricots Blancs (Graines Mûres, en Conserve)	148586
988	P	Piment avec Haricots (en Conserve)	148743
989	P	Muesli Croustillant aux Pépites de Chocolat (Brin de Jour)	148894
990	P	Muesli Croustillant aux Pépites de Chocolat (Marque Repère)	148968
991	P	Muesli Croustillant Chocolat (Cora)	149031
992	P	Muesli Chocolat (Marque Repère)	149094
993	P	Muesli Croustillant aux 3 Chocolats (Leader Price)	149167
994	P	Muesli Avoine Chocolat (Bjorg)	149229
995	P	Crunchy Muesli Chocolat Caramel (Carrefour)	149296
996	P	Muesli Gourmand au Chocolat (Jardin Bio)	149356
997	P	Pêche Poire Abricot Anana Cerise Salade de Fruits (Solides et Liquides,Paquets d'Eaux, en Conserve)	149421
998	P	Chayote (Fruit, avec du Sel, Égouttée, Bouillie, Cuite)	149580
999	P	Punch aux Fruits (Concentré Congelé, avec de l'Eau)	149744
1000	P	Salade de Fruits Tropicaux (Ananas Papaye Banane et Goyave, Solides et Liquides, Sirop Épais, en Conserve)	149913
1001	P	Chili Con Carne avec Des Haricots Comme Entrée (en Conserve)	150070
1002	P	Haricots Verts(Égouttés Solides, en Conserve)	150226
1003	P	Nouilles Chinoises (Haricots Mungo) (Cellophane ou de Riz Long)	150404
1004	P	Petits Haricots de Lima (Graines Mûres)	150569
1005	P	Fromage Blanc (Non Gras)	150736
1006	P	Fromage Blanc ( Lait Faible en Matières Grasses de 2%)	150937
1007	P	Fromage Blanc (Lait Faible en Matières Grasses de 1%)	151086
1008	P	Soja (Fromage Blanc)	151236
1009	P	Fromage Blanc (Faible en Gras, 1% Matière Grasse, Pas de Sodium)	151353
1010	P	Fromage Blanc Faible en Gras (1-2% de Matières Grasses)	151481
1011	P	Recette au Fromage Blanc (Activia)	151618
1012	P	Fromage de Chèvre	151677
1013	P	Fromage de Chèvre (Auchan)	151887
1014	P	Sainte Maure (Soignon)	151940
1015	P	Fromage de Chèvre (Mou)	151979
1016	P	Fromage de Chèvre Frais (Auchan)	152100
1017	P	Fromage de Chèvre (Dur)	152143
1018	P	Fromage de Chèvre (Chavroux)	152265
1019	P	Fromage de Chèvre (Demi Mou)	152307
1020	P	Fromage de Chèvre (Carrefour)	152429
1021	P	Buche de Chèvre Allégée (Soignon)	152472
1022	P	Fromage Blanc 0% (Auchan)	152523
1023	P	Fromage Blanc 0% (Délisse)	152578
1024	P	Fromage Blanc 0% (Carrefour Discount)	152651
1025	P	Fromage Blanc 0% (Yoplait)	152708
1026	P	Fromage Blanc 0% (Leader Price)	152774
1027	P	Fromage Blanc 0% (Casino)	152833
1028	P	Fromage Blanc 0% (Super U)	152895
1029	P	Fromage Blanc 0% (Pâturages)	152950
1030	P	Fromage Blanc 0% (Taillefine)	153015
1031	P	Gaufrettes à la Vanille (Faibles en Gras)	153081
1032	P	Gaufrettes à la Vanille (Plus de Gras)	153274
1033	P	Gaufrettes Vanille (Top Budget)	153429
1034	P	Épaisse Milkshake à la Vanille	153472
1035	P	Extrait de Vanille	153618
1036	P	Glace à la Vanille Légère	153778
1037	P	Huile du Poisson Saumon	153939
1038	P	Saumon Sauvage de l'Atlantique	154109
1039	P	Saumon Rose	154237
1040	P	Saumon Sockeye	154369
1041	P	Saumon de l'Atlantique (d'Elevage)	154520
1042	P	Bagels d'Oeufs	154648
1043	P	Bagels de Raisins et de Cannelles	154951
1044	P	Blanquette de Veau (William Saurin)	155286
1045	P	Blanquette de Veau et Riz (Carrefour)	155406
1046	P	Blanquette de Veau (Charal)	155488
1047	P	Blanquette de Veau (U)	155531
1048	P	Barres Granola Enrobées de Chocolat aux Pépites de Chocolat	155584
1049	P	Barres de Chocolat Noir Speciales	155721
1050	P	Glaçage au Chocolat Crémeux	155940
1051	P	Puddings au Chocolat (sans Gras)	156116
1052	P	Glaces au Chocolat	156219
1053	P	Barres Granola aux Pépites de Chocolat Mou	156405
1054	P	Caprice Des Dieux (Caprice des Dieux)	156555
1055	P	Mini Caprice (Caprice des Dieux)	156598
1056	P	Caprice Des Anges (Caprice des Dieux)	156655
1057	P	Fromage (Caprice des Dieux)	156695
1058	P	en Cas de Caprice (Caprice des Dieux)	156742
1059	P	Camembert	156783
1060	P	Camembert (Coeur de Lion)	156990
1061	P	Camembert (Président)	157045
1062	P	Camembert Portions (Carrefour)	157093
1063	P	Camembert le Rustique (Le Rustique)	157166
1064	P	Camembert Allégé (Coeur de Lion)	157207
1065	P	Camembert 5% (Bridelight)	157265
1066	P	Camembert de Pays (Les Croisés)	157321
1067	P	Camembert (Carrefour Discount)	157380
1068	P	Camembert de Campagne (Président)	157438
1069	P	Fromage Brie	157477
1070	P	Pointe de Brie (Auchan)	157692
1071	P	Pointe de Brie (Marque Repère)	157750
1072	P	Pointe de Brie (Leader Price)	157809
1073	P	Briefing Chocolat au Lait (Chabrior)	157850
1074	P	Café	157929
1075	P	Café Expresso	158240
1076	P	Café au Lait	158441
1077	P	Café (Carte Noire)	158688
1078	P	Café Soluble (Nescafé)	158749
1079	P	Café Instantané (à partir de Poudre)	158792
1080	P	Café Régulier	158981
1081	P	Café (Instantané)	159289
1082	P	Espresso (Nescafé)	159395
1083	P	Purée de Pommes de Terre (Lait Entier Ajouté)	159482
1084	P	Purée de Pommes de Terre (Lait Entier et Beurre Ajoutés)	159670
1085	P	Purée (Mousline)	159856
1086	P	Purée (E.Leclerc)	159972
1087	P	Purée de Carottes (Créaline)	160041
1088	P	Purée Délice Trio Vert (Bonduelle)	160110
1089	P	Purée (Vico)	160207
1090	P	Purée de Pommes de Terre (Auchan)	160327
1091	P	Purée de Pomme de Terre (Picard)	160400
1092	P	Quinoa (Cuit)	160470
1093	P	Quinoa (Céréal Bio)	160669
1094	P	Quinoa Gourmand (Tipiak)	160738
1095	P	Quinoa	160781
1096	P	Quinoa de Bolivie (Carrefour Bio)	160909
1097	P	Quinoa et Céréales Cuisinés aux Petits Légumes (Picard)	160993
1098	P	Quinoa Gourmand (Tipiak)	161104
1099	P	Mélange Quinoa Boulgour (Monoprix Bio)	161170
1100	P	Quinoa (Biocoop)	161242
1101	P	Duo de Quinoa aux Légumes (Jardin Bio)	161293
1102	P	Pruneau Sec	161361
1103	P	Pruneaux d'agen (Carrefour)	161611
1104	P	Pruneaux d'agen (Casino)	161674
1105	P	Crème de Pruneaux (Maître Prunille)	161737
1106	P	Muesli Figues Pruneaux et Son (Grillon d'Or)	161800
1107	P	Pruneau (Activia)	161874
1108	P	Pruneaux au Lard Fumé (Picard)	161953
1109	P	Pomme Pruneau (Charles & Alice)	162001
1110	P	Compote Pomme Pruneau (Andros)	162070
1111	P	Viande de Bison (Maigre Seulement)	162132
1112	P	Viande de Sanglier	162237
1113	P	Viande d'Elan	162326
1114	P	Viande de Chèvre	162431
1115	P	Viande d'Orignal	162535
1116	P	Viande de Lapin	162641
1117	P	Viande de Lapin Sauvage (Cuite, Bouillie)	162746
1118	P	Blanquette de Veau aux Champignons et Son Riz (Marque Repère)	162934
1119	P	Blanquette de Veau et Son Riz (Cora)	162996
1120	P	Boeuf Haché (80% de Maigre / 20% de Matières Grasses)	163060
1121	P	Boeuf Haché (80% de Maigre / 20% de Matières Grasses, Pâté, Cuit, Grillé)	163190
1122	P	Boeuf Haché (75% de Maigre / 25% de Matières Grasses)	163374
1123	P	Petit Gâteau avec Glaçage (Faible en Gras)	163504
1124	P	Entrecôte de Bœuf (Petit Bout, Garni à 0 Cm Gras)	163664
1125	P	Entrecôte de Bœuf (Petit Bout, Maigre Seulement, Coupé à 0 Cm Matières Grasses)	163768
1126	P	Côtes de Boeuf (Petit Bout, Garni de 0,3 Cm Matières Grasses)	163873
1127	P	Poireaux	163987
1128	P	Poêlée de Légumes Verts (Picard)	164160
1129	P	Poêlée de Légumes à la Provençale (Picard)	164242
1130	P	Poêlée de Légumes Croquants (Carrefour)	164308
1131	P	Poêlée de Légumes aux Choux et Carottes (Thiriet)	164374
1132	P	Poêlée de Légumes aux Petits Pois Maïs et Champignons (Thiriet)	164438
1133	P	Poêlée de Légumes Verts (Carrefour)	164504
1134	P	Poêlée de Légumes Grillés (Picard)	164568
1135	P	Safari Choco (P'tit Déli)	164635
1136	P	Laitue Verte Frisée	164694
1137	P	Beignets Enrobés de Chocolat ou Gelés	164907
1138	P	Mélange Montagnard aux Pépites de Chocolat, Noix et Graines Salées	165189
1139	P	Bonbons de Chocolat au Lait	165297
1140	P	Raisins Secs Enrobés de Chocolat au Lait	165481
1141	P	Filets de Maquereaux au Vin Blanc (Petit Navire)	165605
1142	P	Filets de Maquereaux au Vin Blanc (Saupiquet)	165678
1143	P	Filets de Maquereaux Espagnols Marinés au Vin Blanc et aux Aromates (Carrefour Discount)	165743
1144	P	Filets de Maquereaux Marinés au Vin Blanc et aux Aromates (Leader Price)	165798
1145	P	Filets de Maquereaux au Vin Blanc, au Citron et au Romarin (Petit Navire)	165861
1146	P	Vin Sauvignon Blanc	165931
1147	P	Vin Pinot Blanc	166042
1148	P	Vin de Table Blanc	166153
1149	P	Vin Pinot Gris (Gris)	166319
1150	P	Vin Chenin Blan	166432
1151	P	Délice (Kinder)	166539
1152	P	Nougatti (Côte d'Or)	166657
1153	P	Nougatti (Côte d'Or)	166759
1154	P	Beignets (Ordinaire)	166826
1155	P	Beignet Pomme (Pitch)	167172
1156	P	Churros	167309
1157	P	Beignets de Crevette (Carrefour)	167501
1158	P	Beignets de Légumes (Picard)	167628
1159	P	Beignet Framboise (Pitch)	167679
1160	P	Beignets de Crevettes (Casino)	167798
1161	P	Garniture Fouettée (Faible en Gras, Congelé)	167839
1162	P	Noix de Pécan Grillées à Sec (sans Sel Ajouté)	167977
1163	P	Pizza au Fromage avec Croûte Mince	168083
1164	P	Pizza au Fromage avec Croûte Épaisse	168481
1165	P	Pizza à Croûte Mince avec de la Viande et Des Légumes	168878
1166	P	Pizza au Pepperoni (Surgelée, Cuite)	169278
1167	P	Pizza Maison	169453
1168	P	Pizza Regina (Picard)	169786
1169	P	Pizza au Fromage (36 Cm, Croûte Épaisse)	169856
1170	P	Pizza au Fromage (36 Cm, Croûte Mince)	170043
1171	P	Pizza au Fromage avec Des Légumes	170230
1172	P	Spaghetti à la Sauce Tomate et Légumes	170627
1173	P	Fins Spaghettis aux Gambas (Weight Watchers)	170808
1174	P	Sauce de Spaghetti sans Viande	170918
1175	P	Sauce de Spaghetti avec Des Légumes (Style Fait Maison )	171062
1176	P	Spaghetti (Ficello)	171246
1177	P	Filet de Boeuf (Maigre Seulement, Taillé à 0,5 Cm Matières Grasses)	171318
1178	P	Longe de Porc (Filet, Maigre Seulement)	171424
1179	P	Longe de Porc (Filet)	171534
1180	P	Pommes Dauphine (Findus)	171640
1181	P	Pommes Dauphines (Picard)	171701
1182	P	Pommes Dauphine (Pom'lisse)	171752
1183	P	Poisson	171815
1184	P	Poisson Sauce Beurre Citron (Auchan)	171950
1185	P	Poisson Pané (Aldi)	172019
1186	P	Nuggets de Poisson (Findus)	172123
1187	P	Poisson A la Bordelaise (Aldi)	172186
1188	P	Poisson à la Bordelaise (Eco +)	172268
1189	P	Morue	172339
1190	P	Parmentier de Poisson à la Ciboulette (Fleury Michon)	172691
1191	P	Bâton Pâté ou Filet de Poisson Cuit au Four ou Grillé	172764
1192	P	Croquettes de Poisson Panées (Marque Repère)	173044
1193	P	Thon Rouge (Poisson)	173106
1194	P	Tilapia (Poisson)	173216
1195	P	Tilapia (Poisson) (Cuit, la Chaleur Sèche)	173326
1196	P	Poulet (Pané et Frit)	173436
1197	P	Pizza au Fromage	173608
1198	P	Poêlée de Légumes Grillés (Carrefour)	174009
1199	P	Poêlée de Légumes Courgette Thym Citron (d'Aucy)	174075
1200	P	Poêlée de Légumes Grillés (Saint Eloi)	174139
1201	P	Poêlée de Légumes Grillés (Thiriet)	174202
1202	P	Poêlée de Légumes Anciens (Picard)	174270
1203	P	Poêlée de Légumes Grillés (Leader Price)	174312
1204	P	Pizza au Pepperoni (36 Cm)	174378
1205	P	Pizza au Pepperoni (36 Cm, Croûte Épaisse)	174565
1206	P	Lentilles	174754
1207	P	Soupe de Poulet en Miettes (en Conserve)	174905
1208	P	Moulinée de 8 Légumes (Liebig)	175110
1209	P	Velouté de Potiron à la Crème Fraîche (Knorr)	175176
1210	P	Velouté de Poireaux Pommes de Terre et Pointe de Crème (Liebig)	175246
1211	P	Soupe Moulinée aux 9 Légumes (Maggi)	175311
1212	P	Soupe Passée Poireaux et Légumes Variés (Knorr)	175391
1213	P	Soupe Glacée Légumes du Soleil (Créaline)	175466
1214	P	Soupe à la Thaï Légumes et Lait de Coco (Liebig)	175509
1215	P	Soupe de Nouilles Ramen Saveur Poulet (Sèche, Déshydratée)	175575
1216	P	Soupe Chinoise (Maggi)	175754
1217	P	Soupe Chinoise (Sveltesse)	175837
1218	P	Chow Mein Nouilles Chinoises	175911
1219	P	Soupe Chinoise du Sichuan (Knorr)	176103
1220	P	Soupe à la Chinoise (Liebig)	176162
1221	P	Soupe à la Chinoise (Toque du Chef)	176229
1222	P	Soupe Asperges Vertes et Petits Pois (Le Jardin d'Orante)	176294
1223	P	Asperge	176358
1224	P	Asperge (Non-Préparée, Surgelée)	176704
1225	P	Spaghetti (Auchan)	176897
1226	P	Spaghetti Bolognaise	177007
1227	P	Spaghetti Intégrale (Barilla)	177191
1228	P	Spaghetti à la Sauce Tomate et Boulettes de Viande	177256
1229	P	Sushi Saumon	177469
1230	P	10 Sushi (Picard)	177662
1231	P	Sushi Crevette (Planet Sushi)	177771
1232	P	Sushi	177840
1233	P	Sushi (Aldi)	178047
1234	P	Sushi de Légumes Roulé dans les Algues	178161
1235	P	Sushi de Légumes	178366
1236	P	Sushi de Légumes et de Fruits de Mer	178569
1237	P	Bâtonnets Glacés Citron (Picard)	178771
1238	P	Glaces à la Fraise	178845
1239	P	Tarte au Citron Meringuée	179007
1240	P	Cornets de Glace (Type de Gâteau ou Galette)	179181
1241	P	Glace à la Vanille Riche	179376
1242	P	Whisky-Citron (Préparé)	179540
1243	P	Glace (sans Sucre)	179699
1244	P	Glaces à la Vanille Légères (Servies Molles)	179808
1245	P	Blanc de Dinde (97% sans Gras, Arôme de Citron Poivre, Fumé)	179986
1246	P	Glaces à la Vanille	180135
1247	P	Chapelure	180303
1248	P	Chapelure Fine (Marque Repère)	180427
1249	P	Croûtons	180494
1250	P	Pain de Viande	180682
1251	P	Pain de Viande de Bœuf et de Porc	181079
1252	P	Cheeseburger	181482
1253	P	Cheeseburger avec Tomate et / ou Ketchup sur Petit Pain	181632
1254	P	Cheeseburger Large	181821
1255	P	Cheeseburger au Bacon avec 1 / 4 Lb de Viande, Mayonnaise ou Sauce à Salade et Tomates sur Petit Pain	181970
1256	P	Cheeseburger Ordinaire sur Petit Pain	182141
1257	P	Cheeseburger au Bacon et aux Condiments	182323
1258	P	Cheeseburger avec 1 / 4 Lb de Viande sur Petit Pain	182474
1259	P	Cheeseburger (Picard)	182666
1260	P	Olives Vertes (Conservées, en Conserve ou en Bouteille)	182787
1261	P	Lentilles Cuites	182894
1262	P	Lentilles Cuisinées (Cassegrain)	183130
1263	P	Lentilles (Marque Repère)	183171
1264	P	Lentilles Cuisinées (Bonduelle)	183235
1265	P	Lentilles Préparées (Saint Eloi)	183300
1266	P	Lentilles (Carrefour)	183349
1267	P	Boulettes de Poulet	183414
1268	P	Boulettes de Poulet A la Thailandaise (Picard)	183705
1269	P	Boulettes de Poulet et Wedges Sauce Kebab (Picard)	183774
1270	P	Boulettes de Poulet (Thiriet)	183880
1271	P	Boulette de Bœuf (Lidl)	183948
1272	P	Boulettes de Bœuf	183991
1273	P	Boulettes au Bœuf et Jardinière de Légumes (Claude Léger)	184328
1274	P	Boulettes de Boeuf à la Provençale et Pommes de Terre Rissolées (Picard)	184392
1275	P	Boulettes de Bœuf et de Porc	184505
1276	P	Bouchées Vapeur au Porc et Paksoi (Picard)	184837
1277	P	Bouchées Vapeur Aux Crevettes, Sauce Soja (Picard)	184893
1278	P	Soja (Graines à Maturité, à la Vapeur, Cuits)	184943
1279	P	Tarte aux Fromages (Auchan)	185123
1280	P	Tarte aux Fromages (Picard)	185186
1281	P	Maïs Soufflé au Goût de Fromage	185257
1282	P	Pâtisserie Danoise au Fromage	185409
1283	P	Craquelins au Fromage	185584
1284	P	Pizza au Fromage (36 Cm)	185895
1285	P	Escalope de Veau	186084
1286	P	Escalope de Veau (Charal)	186224
1287	P	Escalope de Veau (Picard)	186279
1288	P	Rognons de Veau (Cuit)	186347
1289	P	Foie de Veau	186454
1290	P	Côtelettes de Porc (Longe de Haut, Désossées, Viande Maigre Seulement)	186553
1291	P	Pommes de Terre Frites (de l'Achat, Sel Ajouté, Congelées)	186665
1292	P	Rognons de Veau	186785
1293	P	Tarte aux Oignons (Casino)	186894
1294	P	Tarte aux Pommes	186961
1295	P	Bagels (Comprend l'Oignon, Pavot, Sésame) (avec du Propionate de Calcium)	187127
1296	P	Soupe à l'oignon (en Conserve, Condensée)	187413
1297	P	Pommes de Terre Frites à la Saveur de Crème Sure et d'Oignon	187571
1298	P	Rondelles d'Oignons (Panées et Frites)	187685
1299	P	Pain au Lait (Brioche Pasquier)	187860
1300	P	Pain au Chocolat (Brioche Pasquier)	187977
1301	P	Brioche en Tranches au Levain (Brioche Pasquier)	188112
1302	P	Couronne des Rois Nature (Brioche Pasquier)	188229
1303	P	Panettone (Brioche Pasquier)	188330
1304	P	Pain au Lait Pépites de Chocolat (Brioche Pasquier)	188371
1305	P	Grilletines Blé Complet (Brioche Pasquier)	188468
1306	P	Maïs Soufflé	188548
1307	P	Muesli 4 Céréales (Monoprix Bio)	188713
1308	P	Céréales Nesquik (Nestlé)	188775
1309	P	Müesli 5 Céréales (Priméal)	188859
1310	P	Céréales Fourrées Chocolat (Brin de Jour)	188927
1311	P	Cappucino (Casino)	188986
1312	P	Steack Haché Colin au Citron et Persil (Marque Repère)	189081
1313	P	Steak Tartare	189146
1314	P	Steak Haché 5% (Carrefour)	189312
1315	P	Steak de Poulet Grillé (Maître Coq)	189370
1316	P	Steak 3 Fromages (Crusti Frais)	189410
1317	P	Steak Haché Pur Boeuf (Carrefour Discount)	189474
1318	P	Noix Mélangées Grillées à Sec (avec Des Cacahuètes, du Sel Ajouté)	189533
1319	P	Ciboules ou Cives	189657
1320	P	Tarte aux Bleuets	189909
1321	P	Tarte aux Cerises (Commercial)	190077
1322	P	Carottes Cuites	190300
1323	P	Carottes Rapées (Casino)	190690
1324	P	Carottes Râpées (Carrefour)	190730
1325	P	Carottes Râpées (Auchan)	190784
