Row	Meal	Name	Pos
1035	P	Сладкий Красный Перец	162371
1036	P	Красный Сладкий Перец	162713
1037	P	Красный или Кайенский Перец	163055
1038	P	Зеленый Перец	163208
1039	P	Перечный или Острый Соус	163553
1040	P	Душистый Перец (Консервированный)	163686
1041	P	Желтый Стручковый Перец	163905
1042	P	Зеленый Острый Перец ч.л.	164157
1043	P	Грейпфрут (Розовый и Красный)	164367
1044	P	Рафаэлло (Рафаэлло)	164617
1045	P	Суп Овощной	164673
1046	P	Овощной Суп с Кусочками (Консервы)	164861
1047	P	Суп Куриный с Кусочками (Консервы)	165067
1048	P	Овощной Суп (с Равным Объемом Воды, Консервы)	165283
1049	P	Суп-Пюре Овощной (Леовит)	165491
1050	P	Овощной Суп (с Низким Содержанием Натрия, с Водой)	165554
1051	P	Овощной Суп (Грядка Удачи)	165731
1052	P	Овощной Суп (Консервы, Конденсированный)	165770
1053	P	Сердце Куриное	165975
1054	P	Куриное Мясо и Кожа (Обжиг)	166118
1055	P	Сырники с Вишней (Healthy Food)	166346
1056	P	Сырники Турецкие (Healthy Food)	166384
1057	P	Сырники из Творога (Магнолия)	166427
1058	P	Паста Арахисовая (Algood)	166476
1059	P	Арахисовая Паста (Edite Bibite)	166551
1060	P	Арахисовое Масло	166596
1061	P	Арахисовая Паста Хрустящая (Hy-Top)	166789
1062	P	Паста Арахисовая (Hy-Top)	166836
1063	P	Сливочно Сырная Паста	166899
1064	P	Паста Миндального Ореха	167042
1065	P	Томатная Паста	167195
1066	P	Бутерброд с Яйцом и Сыром	167391
1067	P	Бутерброд с Ветчиной и Сыром	167521
1068	P	Буррито с Бобами и Сыром	167650
1069	P	Заправка для Салата с Сыром Синим и Рокфором	167811
1070	P	Запеченный или Жареный Лосось	167955
1071	P	Горбуша Натуральная (5 Морей)	168304
1072	P	Горбуша Филе в Кляре (Каждый День)	168341
1073	P	Горбуша Холодного Копчения (Аморе)	168382
1074	P	Горбуша Соленая	168424
1075	P	Горбуша Натуральная (Морское Содружество)	168575
1076	P	Горбуша с Овощами (Виктория)	168616
1077	P	Консервированный Лосось	168661
1078	P	Горбуша Слабосоленая (Балтийский берег)	168912
1079	P	Капустный Салат	168949
1080	P	Салат Кочанный (Включая Типы Бостон и Бибб)	169112
1081	P	Салат Ромэн или Соз	169421
1082	P	Салат Айсберг	169668
1083	P	Зеленый Листовой Салат	170014
1084	P	Красный Листовой Салат	170239
1085	P	Картофельный Салат	170434
1086	P	Салат с Тако	170579
1087	P	Картофель (без Кожуры, с Солью, Вареный)	170743
1088	P	Картофель (без Соли, Отварной)	170943
1089	P	Картофель (без Кожуры, без Соли, Отварной)	171143
1090	P	Картофель (с Кожурой)	171434
1091	P	Картофель Рассет (с Кожурой)	171751
1092	P	Белый Картофель (с Кожурой)	172117
1093	P	Красный Картофель (с Кожурой)	172429
1094	P	Картофель Рассет (с Кожурой, Запеченный)	172780
1095	P	Белый Картофель (с Кожурой, Запеченный)	173057
1096	P	Куриное Мясо (Обжиг)	173332
1097	P	Куриное Мясо (Обжиг, Жареное, Вареное)	173565
1098	P	Куриное Белое Мясо (Обжиг)	173806
1099	P	Куриное Белое Мясо (Обжиг, Жареные, Вареные)	174038
1100	P	Суп из Акульих плавников	174284
1101	P	Суп из Сельдерея	174449
1102	P	Суп-Лапша Рамэн с Куриным Вкусом (Сухой)	174623
1103	P	Томатный Суп (Консервы, Конденсированный)	174779
1104	P	Сырники	174979
1105	P	Сырники по-Домашнему (Продукт От Ильиной)	175181
1106	P	Сырники из Творога (Бахетле)	175221
1107	P	Сырники (Азбука Вкуса)	175266
1108	P	Сырники (Перекресток)	175306
1109	P	Сырники (Государь)	175351
1110	P	Сырники Сладкие (Продукт От Ильиной)	175388
1111	P	Перепелиное Яйцо	175426
1112	P	Соевый Белок	175598
1113	P	Заменитель Яйца (Жидкий)	175713
1114	P	Молодой Зеленый Лук (Только Верхушки)	175944
1115	P	Мясо Бизона (Только Постное)	176085
1116	P	Яичный Белок	176204
1117	P	Смешанные Овощи (Консервированные, с Жидкостью)	176373
1118	P	Смешанные Овощи (Консервированные, без Жидкости)	176516
1119	P	Смешанные Овощи (Замороженные)	176665
1120	P	Паштет	176835
1121	P	Говяжья Сосиска	176960
1122	P	Свежая Свининая Сосиска	177342
1123	P	Сосиска Ру (Останкино)	177528
1124	P	Свиная Сосиска (Копченая)	177565
1125	P	Большая Сосиска (КПК)	177818
1126	P	Постная Сосиска	177858
1127	P	Сосиска в Тесте	178064
1128	P	Сосиска Индейки	178259
1129	P	Говяжья Сосиска Франкфуртер  или Хот-Дог	178372
1130	P	Большая Сосиска (СПК)	178654
1131	P	Пряники	178694
1132	P	Пряники Мятные (Яшкино)	178815
1133	P	Пряники Классические (Яшкино)	178866
1134	P	Пряники Шоколадные (Хлебный Дом)	178909
1135	P	Пряники с Вишневой Начинкой (Яшкино)	178950
1136	P	Пряники Невские (Хлебный Дом)	178994
1137	P	Пряник Тульский (Любимые Традиции)	179041
1138	P	Пряники Шоколадные (Яшкино)	179084
1139	P	Пряники Имбирные (Полет)	179127
1140	P	Тульский Пряник с Вареной Сгущенкой (Ясная Поляна)	179170
1141	P	Рукола (Белая Дача)	179213
1142	P	Пряная Рукола (Белая Дача)	179254
1143	P	Микс: Рукола, Мангольд, Корн (Белая Дача)	179293
1144	P	Запеченные Бобы со Свининой (Консервированные)	179332
1145	P	Попкорн со Вкусом Сыра	179461
1146	P	Картофельные Чипсы со Вкусом Барбекю	179624
1147	P	Картофельные Чипсы со Вкусом Сметаны и Лука	179750
1148	P	Конфеты со Специальным Темным Шоколадом	179876
1149	P	Омлет или Яичница с Овощами	180074
1150	P	Омлет или Яичница	180406
1151	P	Омлет или Яичница с Колбасой	180756
1152	P	Белковый Омлет	181055
1153	P	Омлет или Яичница с Сыром и Ветчиной или Беконом	181202
1154	P	Омлет или Яичница с Ветчиной или Беконом	181502
1155	P	Омлет с Брокколи	181777
1156	P	Жареное Яйцо без Жира	181933
1157	P	Сыр Российский	182261
1158	P	Натуральный Сыр	182400
1159	P	Сыр Маасдам (Президент)	182656
1160	P	Молочный Шоколад (Альпен Гольд)	182695
1161	P	Молочный Шоколад (Dove)	182767
1162	P	Сладкий или Горький Шоколад	182854
1163	P	Шоколад Молочный (Milka)	183151
1164	P	Горький Шоколад 72% (Коркунов)	183215
1165	P	Элитный 75% Какао (Бабаевский)	183260
1166	P	Шоколад Вдохновение (Бабаевский)	183306
1167	P	Молочный Шоколад (Nestle)	183358
1168	P	Шоколад (Kinder)	183403
1169	P	Макароны Отварные	183458
1170	P	Макароны	183610
1171	P	Макароны по Флотски	183947
1172	P	Настоящие Макароны (Макфа)	184101
1173	P	Макароны или Лапша с Сыром	184150
1174	P	Спагетти #5 (Barilla)	184375
1175	P	Макароны из Цельной Пшеницы	184440
1176	P	Макароны Спиральки (Gallina Blanca)	184708
1177	P	Макароны в Нежном Сливочном Соусе с Кусочками Бекона (Maggi)	184753
1178	P	Farfalle (Barilla)	184828
1179	P	Яичный Омлет	184887
1180	P	Омлет или Яичница с Сыром	185079
1181	P	Салат Цезарь	185378
1182	P	Салат с Куриной Грудкой (Subway)	185574
1183	P	Смешанный Зеленый Салат	185645
1184	P	Салат из Свежей Капусты (Карусель)	185872
1185	P	Салат из Крабовых Палочек	185912
1186	P	Салат Витаминный	186066
1187	P	Жареное Яйцо	186219
1188	P	Сыр Российский (Ашан)	186547
1189	P	Сыр Oltermanni 17% (Valio)	186609
1190	P	Сливочный Сыр	186667
1191	P	Сыр Гауда или Эдам	186924
1192	P	Сыр Пармезан (Твердый)	187148
1193	P	Сыр Адыгейский	187332
1194	P	Борщ (IL Патио)	187523
1195	P	Борщ Постный (Теремок)	187595
1196	P	Борщ с Курицей (Главсуп)	187691
1197	P	Борщ с Беконом (Теремок)	187731
1198	P	Борщ с Сухариками (Knorr)	187777
1199	P	Борщ Сибирский с Мясом (Худеем За Неделю)	187816
1200	P	Борщ Сибирский с Мясом (Леовит)	187872
1201	P	Бутерброд с Сыром	187929
1202	P	Бутерброд с Колбасой	188092
1203	P	Бутерброд с Маслом и Сыром	188280
1204	P	Бутерброд с Маслом	188481
1205	P	Бутерброд с Семгой	188635
1206	P	Бутерброд с Красной Икрой	188803
1207	P	Бутерброд с Икрой	188998
1208	P	Бутерброд	189196
1209	P	Бутерброд с Ветчиной (Лента)	189400
1210	P	Вода (Бонаква)	189443
1211	P	Морс из Клюквы (Фруто Няня)	189493
1212	P	Актив со Вкусом Лимона (Аква Минерале)	189536
1213	P	Актив с Лимоном (Аква Минерале)	189575
1214	P	Bon Aqua Viva (Bon Aqua)	189614
1215	P	Печенье	189658
1216	P	Песочное Печенье	189859
1217	P	Овсяное Печенье	190036
1218	P	Печенья	190355
1219	P	Печенье Традиционное (Юбилейное)	190525
1220	P	Шоколадное Печенье	190568
1221	P	Сахарное Печенье (Включая Ванильное)	190955
1222	P	Утреннее Мультизлаковое (Юбилейное)	191135
1223	P	Шоколадные Печенья (Мягкий Тип)	191186
1224	P	Бисквитное Печенье (Alpen Gold)	191352
1225	P	Сметана	191419
1226	P	Сметана 15% (Домик в деревне)	191614
1227	P	Сметана 20% (Домик в деревне)	191656
1228	P	Сметана 15% (Простоквашино)	191698
1229	P	Сметана 15% (Простоквашино)	191748
1230	P	Сметана 20% (Простоквашино)	191790
1231	P	Сметана 25% (Простоквашино)	191832
1232	P	Сметана 10% (для Всей Семьи)	191874
1233	P	Сметана 42% (Valio)	191914
1234	P	Сметана 15% (Веселый Молочник)	191956
1235	P	Жареная Картошка	191998
1236	P	Картошка Вареная	192134
1237	P	Картофель Печеный с Сыром (Крошка-Картошка)	192425
1238	P	Печеный Картофель с Мясом и Маслом (Крошка-Картошка)	192467
1239	P	Пирожное Картошка	192509
1240	P	Картофель с Грибами	192707
1241	P	Картофель с Укропом и Растительным Маслом (Крошка-Картошка)	192859
1242	P	Картофель Печеный с Сыром и Маслом (Крошка-Картошка)	192906
1243	P	Картошка со Сгущенным Молоком (Снеговичок)	192948
1244	P	Соя (Зрелые Семена, Приготовленные на Пару)	192997
1245	P	Высушенные на Солнце Помидоры	193148
1246	P	Печенье Простое или на Кефире	193334
1247	P	Замороженное Морожное на Водяной Основе	193564
1248	P	Батончики Мюсли на Завтрак	193713
1249	P	Смусси Клубника-Банан (Активиа)	193877
1250	P	Сырок Творожный Глазированный с Какао (Ностальгия)	193918
1251	P	Вареное Яйцо	193968
1252	P	Яйцо (Целое)	194284
1253	P	Сваренное Вкрутую Яйцо	194592
1254	P	Оптималь Йогурт Питьевой (Савушкин Продукт)	194814
1255	P	Картофель Отварной	194862
1256	P	Жареный Картофель	195186
1257	P	Печеный Картофель (Съеденый без Кожуры)	195529
1258	P	Картофель Тушеный с Мясом	195876
1259	P	Печеный Картофель (Съеденый с Кожурой)	196022
1260	P	Мёд	196372
1261	P	Цветочный Мед (Каждый День)	196535
1262	P	Мед Цветочный (Медовая Долина)	196577
1263	P	Клеверный Мед	196621
1264	P	Мед Цветочный (Дикси)	196775
1265	P	Мед Гречишный (Медовая Долина)	196813
1266	P	Мед Хвойный (D'arbo)	196865
1267	P	Мед Цветочный (365 Дней)	196905
1268	P	Мед Гречишный (Каждый День)	196947
1269	P	Манты	196989
1270	P	Манты Каспийские (Пять Плюсов)	197189
1271	P	Манты с Бараниной (От Палыча)	197228
1272	P	Манты (Морозко)	197276
1273	P	Лаваш	197318
1274	P	Лаваш Армянский	197627
1275	P	Лаваш Тонкий (Черемушки)	197825
1276	P	Лаваш "Армянский" (Каравай)	197869
1277	P	Белый Лаваш	197915
1278	P	Лаваш Армянский Бездрожжевой (Каравай)	198056
1279	P	Кроллы с Курицей и Грибами (Вилон)	198099
1280	P	Лаваш Армянский Тонкий (Коломенское)	198144
1281	P	Лаваш Армянский (Лагуна)	198188
1282	P	Поджаренный Лаваш	198231
1283	P	Кукуруза Сладкая (Бондюэль)	198482
1284	P	Желтая Кукуруза	198531
1285	P	Желтая Кукуруза (Зерна, Замороженные)	198844
1286	P	Кукуруза Вареная	199014
1287	P	Кукуруза с Маслом	199353
1288	P	Рис со Сладким Перцем (Леовит)	199517
1289	P	Рис со Сладким Перцем (Худеем За Неделю)	199566
1290	P	Воздушный Рис	199615
1291	P	Коричневый Рис (Длиннозерный, Приготовленный)	199750
1292	P	Салат Овощной	199898
1293	P	Салат Овощной Букет (Виктория)	200093
1294	P	Салат Капрезе	200136
1295	P	Салат Капрезе (Starbucks)	200290
1296	P	Салат из Помидоров и Огурцов	200331
1297	P	Салат из Свежих Помидоров и Огурцов (Сбарро)	200524
1298	P	Попкорн (с Низким Содержанием Жира и Натрия)	200561
1299	P	Рыба-Меч	200679
1300	P	Ржаной Хлеб	200878
1301	P	Хлеб Бородинский (Русский продукт)	201167
1302	P	Хлеб Ржаной (Хлебный Дом)	201210
1303	P	Булочка со Злаками Ржано-Пшеничная (Табрис)	201254
1304	P	Хлеб Столичный (Щелковохлеб)	201305
1305	P	Хлеб Ржаной Заварной (Волжский Пекарь)	201346
1306	P	Хлеб Бородинский (Каравай)	201389
1307	P	Светлинский Мультизерновой Хлеб (Перекресток)	201432
1308	P	Хлеб Ржаной из Обдирной Муки (Каравай)	201475
1309	P	Соусе Терияки	201522
1310	P	Рис с Грибами и Овощами (Леовит)	201693
1311	P	Рис с Грибами и Овощами (Худеем За Неделю)	201747
1312	P	Большой Гамбургер с Приправами и Овощами	201800
1313	P	Куриный Суп Пюре (Консервы, Конденсированный)	201927
1314	P	Болгарский Перец	202132
1315	P	Желтый Сладкий Перец	202474
1316	P	Зеленый Перец Чили (Консервированный)	202654
1317	P	Зеленые Оливки	202796
1318	P	Маслины	203182
1319	P	Оливки без Косточки (Maestro de Oliva)	203561
1320	P	Маслины без Косточки (Iberica)	203598
1321	P	Оливки с Анчоусом (Maestro de Oliva)	203644
1322	P	Оливки	203683
1323	P	Оливки Греческие (Corrado)	204001
1324	P	Оливки с Косточкой (Iberica)	204042
1325	P	Оливки Зеленые без Косточки (ITLV)	204097
1326	P	Оливковое Масло	204134
1327	P	Оливковое Масло (Первого Отжима)	204300
1328	P	Котлеты Куриные (Первая Свежесть)	204484
1329	P	Пастила	204527
1330	P	Оливковое Масло Класса Экстра (Borges)	204721
1331	P	Оливковое Масло (Monini)	204785
1332	P	Оливковое Масло (Maestro de Oliva)	204845
1333	P	Olive Oil Extra Vergine (De Cecco)	204923
1334	P	Оливковое Масло (ITLV)	204968
1335	P	Масло из Оливковых Выжимок (Iberica)	205020
1336	P	Арахисовое Масло с Кусочками (с Солью)	205089
1337	P	Овощное Рагу	205279
1338	P	Тушеные Овощи	205432
1339	P	Салат с Зеленью и Овощным Ассорти	205572
1340	P	Салат	205763
1341	P	Овощи Гриль	206109
1342	P	Красные Помидоры	206262
1343	P	Огурец (с Кожурой)	206657
1344	P	Овсяная Каша на Воде	206839
1345	P	Овсяная Каша (Бон Аппетит)	206984
1346	P	Каша Овсяная с Малиной (Быстров)	207027
1347	P	Овсяная Каша (Nordic)	207082
1348	P	Каша Овсяная (Ясно Солнышко)	207141
1349	P	Каша Овсяная	207179
1350	P	Каша Овсяная с Персиком (Быстров)	207349
1351	P	Овсяная Каша (Myllyn Paras)	207402
1352	P	Каша Овсяная Быстрого Приготовления (Preston)	207452
1353	P	Пирожное Орешек (Фили-Бейкер)	207493
1354	P	Конфеты Марсианка (Сладкий Орешек)	207535
1355	P	Бейсбольный Орешек (Баскин Роббинс)	207586
1356	P	Конфеты Марсианка (Сладкий Орешек)	207624
1357	P	Кальмар (Донской Орешек)	207668
1358	P	Кедровый Орешек (Сибирская Клетчатка)	207707
1359	P	Ядро Подсолнечника Жареное (Крепкий Орешек)	207744
1360	P	Икра Трески Натуральная (Донской Орешек)	207787
1361	P	Филе Грудки (Первая Свежесть)	207823
1362	P	Грудка Целая (Первая Свежесть)	207866
1363	P	Колбаски Гриль "Нежные" (Первая Свежесть)	207907
1364	P	Котлеты Филейные (Первая Свежесть)	207955
1365	P	Котлеты Фри с Сыром (Первая Свежесть)	207998
1366	P	Котлеты "по-Домашнему" (Первая Свежесть)	208042
1367	P	Зразы Фаршированные Грибами (Первая Свежесть)	208081
1368	P	Колбаски для Жарки "Шашлычные" (Первая Свежесть)	208122
1369	P	Шницель Рубленый (Первая Свежесть)	208166
1370	P	Маргарин (Растительное Масло, 20% Жирности)	208207
1371	P	Говяжий Фарш (80% Постного Мяса с 20% Жира)	208342
1372	P	Банановый Хлеб (с Маргарином)	208487
1373	P	Пастила (Шармель)	208614
1374	P	Пастила с Кусочками Мармелада (Шарлиз)	208665
1375	P	Пастила Яблочная (Коломчаночка)	208708
1376	P	Пастила (Любимые Традиции)	208750
1377	P	Пастила (НЕВА)	208793
1378	P	Пастила с Ароматом Ванили (Ударница)	208832
1379	P	Пастила Желейная (Морковная) (ВкусВилл)	208871
1380	P	Пастила Ванильная (Каждый День)	208911
1381	P	Пастила (Шарлиз)	208952
1382	P	Свиная Отбивная	208995
1383	P	Жареная или Запеченная Свиная Отбивная	209339
1384	P	Жареная Свиная Отбивная	209681
1385	P	Печень Свиная	210022
1386	P	Свиная Корейка (Вырезка)	210146
1387	P	Свиная Итальянская Сосиска	210266
1388	P	Свиная Салями (Сухая или Твердая)	210435
1389	P	Смесь Ореховая (Good Food)	210613
1390	P	Фруктово-Ореховая Смесь	210658
1391	P	Смесь из Орехов и Изюма (Ореховая Роща)	210773
1392	P	Смесь Фруктово-Ореховая (На Зубок)	210818
1393	P	Смесь из Жареных Орехов и Сухофруктов (Ореховая Роща)	210862
1394	P	Ореховая Смесь (Семушка)	210905
1395	P	Хлебная Начинка (Сухая Смесь, Коммерческая)	210948
1396	P	Хлебная Начинка (Сухая Смесь)	211077
1397	P	Орех Пекан	211242
1398	P	Сухие Жареные Орехи Пекан (без Соли)	211452
1399	P	Сухие Жареные Орехи Пекан (с Солью)	211570
1400	P	Пирог с Орехами	211690
1401	P	Английский Грецкий Орех	211837
1402	P	Мускатный Орех	212180
1403	P	Масло Грецкого Ореха	212332
1404	P	Опята Маринованные (Green Ray)	212481
1405	P	Опята (Каждый День)	212522
1406	P	Опята (Vитамин)	212563
1407	P	Опята Отборные в Маринаде (Грядка Удачи)	212604
1408	P	Опята Отборные в Маринаде (Lutik)	212643
1409	P	Опята Маринованные (Global Village)	212682
1410	P	Хлеб с Изюмом	212723
1411	P	Хлеб Французский или Венский	212905
1412	P	Торт "Еда Ангелов"	213179
1413	P	Шоколадный Торт (с Шоколадной Глазурью)	213368
1414	P	Шоколадный Торт (без Глазури)	213559
1415	P	Белый Торт (без Глазури)	213811
1416	P	Желтый Торт (с Шоколадной Глазурью)	214074
1417	P	Желтый Торт (с Ванильной Глазурью)	214262
1418	P	Торт Сливочный Фунт	214454
1419	P	Песочное Тесто (Типа Печенья)	214682
1420	P	Бисквит	214785
1421	P	Чизкейк	214969
1422	P	Говяжий Фарш (90% Постного Мяса с 10% Жира)	215160
1423	P	Кукурузные Хлопья	215302
1424	P	Хлопья Отрубей	215528
1425	P	Картофельное Пюре (с Цельным Молоком и Маслом)	215666
1426	P	Творог (с Обезжиренным 2% Молоком)	215819
1427	P	Кола (с Кофеином)	215981
1428	P	Каша Овсяная с Черникой (Быстров)	216152
1429	P	Каша Овсяная Клубника со Сливками (Леовит)	216213
1430	P	2 Стрипса Оригинальные (Ростик'c - KFC)	216271
1431	P	Капучино (Ростик'c - KFC)	216339
1432	P	Куриные Крылышки (Ростик'c - KFC)	216390
1433	P	I-Twister (Ростик'c - KFC)	216436
1434	P	Твистер Оригинальный (Ростик'c - KFC)	216482
1435	P	Салат Цезарь (Ростик'c - KFC)	216554
1436	P	5 Крыльев (Ростик'c - KFC)	216626
1437	P	Боксмастер (Ростик'c - KFC)	216699
1438	P	Твистер Острый (Ростик'c - KFC)	216771
1439	P	Яйцо	216843
1440	P	Яйцо Всмятку	217166
1441	P	Приготовленный Яичный Белок	217463
1442	P	Яблоко	217677
1443	P	Зеленое Яблоко	218081
1444	P	Яблоко Зеленое	218282
1445	P	Печеное Яблоко	218419
1446	P	Творожная Запеканка с Яблоком и Корицей (Мясновъ)	218632
1447	P	Яблоки Бабушки Смит	218674
1448	P	Пюре Яблоко (Сады Придонья)	219078
1449	P	Яблочные Чипсы (Яблокофф)	219140
1450	P	Йогурт (Активия)	219180
1451	P	Простой Йогурт	219235
1452	P	Йогурт (Fruttis)	219392
1453	P	Даниссимо Фантазия (Данон)	219435
1454	P	Йогурт (Био Баланс)	219507
1455	P	Фруктовый Йогурт (Цельное Молоко)	219550
1456	P	Йогурт с Черникой (Простоквашино)	219743
1457	P	Йогурт	219786
1458	P	Йогурт (Чудо)	219921
1459	P	Белый Хлеб	219964
1460	P	Хлеб Зерновой	220315
1461	P	Хлеб Дарницкий (Щелковохлеб)	220570
1462	P	Хлеб с Отрубями	220612
1463	P	Творог 5% (Простоквашино)	220807
1464	P	Творог 2% (Простоквашино)	220845
1465	P	Творог 9% (Простоквашино)	220885
1466	P	Творог 9%	220923
1467	P	Творог 5%	221074
1468	P	Творог 0,1% (Домик в деревне)	221225
1469	P	Творог 18%	221265
1470	P	Суп Куриный с Вермишелью	221420
1471	P	Суп с Фрикадельками	221593
1472	P	Рассольник	221792
1473	P	Суп Гороховый (Леовит)	221987
1474	P	Солянка Сборная Мясная	222034
1475	P	Пицца Домашняя	222228
1476	P	Пицца с Ветчиной и Грибами (Окей)	222569
1477	P	Пицца с Мясом и Овощами	222615
1478	P	Пицца с Сыром (36 см, Тонкая Корочка)	223017
1479	P	Пицца Пепперони (36 см)	223174
1480	P	Пицца с Ветчиной (Красная Цена)	223330
1481	P	Пицца с Мясом и Овощами (Тонкая Корочка)	223370
1482	P	Пицца с Мясом	223770
1483	P	Пицца Ассорти (КампоМос)	224170
1484	P	Греческий Салат	224209
1485	P	Салат Греческий с Оливковым Маслом и Орегано (Лента)	224408
1486	P	Салат Греческий с Сыром (Виктория)	224452
1487	P	Греческий Салат (IL Патио)	224496
1488	P	Салат Греческий (Шоколадница)	224568
1489	P	Салат Греческий (Сбарро)	224640
1490	P	Греческий Салат (Азбука Вкуса)	224682
1491	P	Салат Греческий (Перекресток)	224724
1492	P	Хурма	224768
1493	P	Хурма Сушеная	225005
1494	P	Овсяные Хлопья Традиционные (Геркулес)	225137
1495	P	Хлеб Зерновой (Геркулес)	225182
1496	P	Хлеб с Отрубями (Геркулес)	225232
1497	P	Вареники с Картошкой (Геркулес)	225297
1498	P	Брынза (Геркулес)	225339
1499	P	Гречневые Хлопья (Геркулес)	225389
1500	P	Брынза 20% (Геркулес)	225427
1501	P	Пельмени Фирменные (Геркулес)	225465
1502	P	Сливочное Масло	225516
1503	P	Масло Сливочное (Простоквашино)	225752
1504	P	Масло Сливочное Крестьянское (Княгинино)	225798
1505	P	Масло Сливочное 82% (Простоквашино)	225840
1506	P	Масло Сливочное (Вкуснотеево)	225882
1507	P	Сливочное Масло (Valio)	225926
1508	P	Масло Сливочное (President)	225969
1509	P	Масло Кисло-Сливочное (President)	226011
1510	P	Масло Крестьянское Сливочное (Экомилк)	226053
1511	P	Масло Сливочное (Тысяча Озер)	226095
1512	P	Тушеные Бобы (Консервированные)	226141
1513	P	Протеиновый Порошок	226293
1514	P	Куриная Грудка Отварная	226436
1515	P	Грудка Индейки с Кожей	226603
1516	P	Запеченная или Жареная Форель	226829
1517	P	Форель на Пару	227179
1518	P	Форель Слабосоленая	227396
1519	P	Форель Слабосоленая (Русское Море)	227575
1520	P	Форель	227614
1521	P	Стейк Форели (Ашан)	227742
1522	P	Форель Подкопченная (Русское Море)	227781
1523	P	Радужная Форель (Выращиваемая)	227824
1524	P	Форель Слабосоленая (Санта Бремор)	227967
1525	P	Форель Подкопченная (Санта Бремор)	228008
1526	P	Зеленый Чай (Lipton)	228053
1527	P	Зеленый Чай с Цитрусовым Вкусом (Nestea)	228092
1528	P	Зеленый Чай (Nestea)	228131
1529	P	Зеленый Чай (Липтон Айс Ти)	228188
1530	P	Зеленый Горошек (Консервированный, без Жидкости)	228227
1531	P	Caramel Chocolate Peanut Nougat Bar (Atkins)	228421
1532	P	Апельсин	228526
1533	P	Мандарин	228890
1534	P	Апельсиновый Джем с Имбирем (St. Dalfour)	229226
1535	P	Апельсиновый Сок (J7)	229268
1536	P	Джем Апельсиновый (Махеевъ)	229323
1537	P	Мандарины (Консервированные или Замороженные)	229361
1538	P	Апельсиновый Щербет (Baskin Robbins)	229511
1539	P	Сок Апельсиновый с Мякотью (Я)	229549
1540	P	Апельсиновый Сок (Сады Придонья)	229588
1541	P	Каша Овсяная (Быстринка)	229627
1542	P	Каша Овсяная с Молоком (Быстров)	229666
1543	P	Сырок Творожный (Б.Ю. Александров)	229730
1544	P	Сырок (Ростагроэкспорт)	229778
1545	P	Мороженое	229840
1546	P	Натуральный Пломбир (Золотой Стандарт)	230094
1547	P	Шоколадное Мороженое	230140
1548	P	Сырок Творожный	230390
1549	P	Сырок Творожный 0% (Ростагроэкспорт)	230537
1550	P	Плавленный Сыр	230581
1551	P	Сырок Шоколадный (Чудо)	230750
1552	P	Сырок со Сгущенкой (Ростагроэкспорт)	230802
1553	P	Протеиновый Коктейль (Herbalife)	230852
1554	P	Протеиновый Коктейль с Кальцием (Nutrilite)	230952
1555	P	Ванильный Молочный Коктейль	231015
1556	P	Густой Молочный Ванильный Коктейль	231257
1557	P	Коктейль из Клюквенного Сока (в Бутылках)	231423
1558	P	Хлопья Fitness (Nestle)	231618
1559	P	Хлопья (Любятово)	231704
1560	P	Кукурузные Хлопья (Nestle)	231774
1561	P	Хлопья Кукурузные Медовые (Любятово)	231837
1562	P	Хлопья Кукурузные (Любятово)	231881
1563	P	Мультизерновые Хлопья (AXA)	231923
1564	P	Овсяные Хлопья	231965
1565	P	Хлопья Кукурузные Медовые (На здоровье)	232120
1566	P	Сливки 10% (Простоквашино)	232166
1567	P	Сливки Порционные (Campina)	232224
1568	P	Сливки 20% (Простоквашино)	232280
1569	P	Сливки 33% (Белый Город)	232320
1570	P	Взбитые Сливки	232362
1571	P	Сливки 20% (Домик в деревне)	232600
1572	P	Сливки 10% (Домик в деревне)	232640
1573	P	Сливки 11% (Петмол)	232683
1574	P	Жирные Сливки	232726
1575	P	Сливки 22% (Петмол)	232964
1576	P	Чай с Молоком и Сахаром	233004
1577	P	Соевый Соус (Сею) (с Низким Содержанием Натрия)	233212
1578	P	Приготовленная Чечевица	233391
1579	P	Чечевица Красная (Мистраль)	233640
1580	P	Чечевица Зеленая (Мистраль)	233711
1581	P	Чечевица	233752
1582	P	Чечевица Черная (Мистраль)	233904
1583	P	Чечевица (Bonduelle)	233945
1584	P	Чечевица на Пару (Bonduelle)	233986
1585	P	Чечевица Зеленая (Националь)	234028
1586	P	Чечевица (Воложка)	234069
1587	P	Чечевица Футбол Красная (Ярмарка)	234112
1588	P	Вафли Сливочные (Яшкино)	234157
1589	P	Вафли Шоколадные (Волжский Пекарь)	234202
1590	P	Вафли Шоколадные (Яшкино)	234245
1591	P	Вафли с Вареной Сгущенкой (Коломенское)	234290
1592	P	Вафли с Карамельной Начинкой (Яшкино)	234333
1593	P	Вафли Глазированные (Рот Фронт)	234376
1594	P	Вафли Коровка (Рот Фронт)	234421
1595	P	Венские Вафли (Акульчев)	234464
1596	P	Вафельные Рулетики (Яшкино)	234509
1597	P	Пломбир в Вафельном Стаканчике (Коровка из Кореновки)	234563
1598	P	Мороженое Покрытое Шоколадом	234609
1599	P	Ванильное Мороженое	234809
1600	P	Клубничное Мороженое	234943
1601	P	Пломбир ГОСТ (Русский Размах)	235079
1602	P	Насыщенное Шоколадное Мороженое	235122
1603	P	Мороженое (Мягкое)	235290
1604	P	Овощная Смесь VIP Mix (Хортекс)	235439
